week,country,channel,installs,roas_w0,roas_w1,roas_w2,roas_w3,roas_w4,roas_w5,roas_w6,lifetime_value_w0,lifetime_value_w4,lifetime_value_w1,lifetime_value_w2,lifetime_value_w3,lifetime_value_w5,lifetime_value_w6,lifetime_value_ad_w0,lifetime_value_ad_w1,lifetime_value_ad_w2,lifetime_value_ad_w3,lifetime_value_ad_w4,lifetime_value_ad_w5,lifetime_value_ad_w6,lifetime_value_iap_w0,lifetime_value_iap_w1,lifetime_value_iap_w2,lifetime_value_iap_w3,lifetime_value_iap_w4,lifetime_value_iap_w5,lifetime_value_iap_w6,ecpi,trial started_w0_events_cost_cohort,cost_per_paying_user_d0
2024-07-15,Indonesia,Google Ads,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0662,0.0662,0.0662,0.0662,0.0662,0.0662,0.0662,0.0662,0.0662,0.0662,0.0662,0.0662,0.0662,0.0662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Indonesia,Organic,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.001,0.0019,0.0019,0.0019,0.0019,0.0019,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,"Iran, Islamic Republic Of",Organic,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Iraq,Organic,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0016,0.0014,0.0016,0.0016,0.0016,0.0016,0.0014,0.0014,0.0016,0.0016,0.0016,0.0016,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Ireland,Google Ads,24,0.7911,0.8137,0.8137,0.8137,0.8137,0.8137,0.8137,0.1123,0.1155,0.1155,0.1155,0.1155,0.1155,0.1155,0.1123,0.1155,0.1155,0.1155,0.1155,0.1155,0.1155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1419,3.4062,0.0
2024-07-15,Ireland,Organic,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136,0.0136,0.0136,0.0136,0.0136,0.0136,0.0136,0.0136,0.0136,0.0136,0.0136,0.0136,0.0136,0.0136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Israel,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0226,0.0226,0.0226,0.0226,0.0226,0.0226,0.0226,0.0226,0.0226,0.0226,0.0226,0.0226,0.0226,0.0226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Italy,Organic,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0701,0.1004,0.0759,0.0826,0.094,0.1004,0.1004,0.0701,0.0759,0.0826,0.094,0.1004,0.1004,0.1004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Jamaica,Organic,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.0108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Japan,Google Ads,7,0.5462,0.5462,0.5462,0.5462,0.5462,0.5462,0.5462,0.0974,0.0974,0.0974,0.0974,0.0974,0.0974,0.0974,0.0974,0.0974,0.0974,0.0974,0.0974,0.0974,0.0974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1784,0.0,0.0
2024-07-15,Japan,Organic,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0358,0.0544,0.0535,0.0544,0.0544,0.0545,0.0545,0.0358,0.0535,0.0544,0.0544,0.0544,0.0545,0.0545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Jordan,Google Ads,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Jordan,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Kyrgyzstan,Google Ads,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111,0.0191,0.0111,0.0191,0.0191,0.0191,0.0191,0.0111,0.0111,0.0191,0.0191,0.0191,0.0191,0.0191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Lithuania,Google Ads,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0326,0.0326,0.0326,0.0326,0.0326,0.0326,0.0326,0.0326,0.0326,0.0326,0.0326,0.0326,0.0326,0.0326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Lithuania,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Luxembourg,Google Ads,3,0.6347,0.6347,0.6347,0.6347,0.6347,0.6347,0.6347,0.1355,0.1355,0.1355,0.1355,0.1355,0.1355,0.1355,0.1355,0.1355,0.1355,0.1355,0.1355,0.1355,0.1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2135,0.6404,0.0
2024-07-15,"Macedonia, The Former Yugoslav Republic Of",Google Ads,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Madagascar,Organic,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Malaysia,Organic,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0188,0.0188,0.0188,0.0188,0.0188,0.0188,0.0188,0.0188,0.0188,0.0188,0.0188,0.0188,0.0188,0.0188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Mexico,Google Ads,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0622,0.0978,0.0876,0.0894,0.0978,0.0978,0.0978,0.0622,0.0876,0.0894,0.0978,0.0978,0.0978,0.0978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Mexico,Organic,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0287,0.0293,0.0288,0.0293,0.0293,0.0293,0.0294,0.0287,0.0288,0.0293,0.0293,0.0293,0.0293,0.0294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Moldova,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048,0.0048,0.0048,0.0048,0.0048,0.0048,0.0048,0.0048,0.0048,0.0048,0.0048,0.0048,0.0048,0.0048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Morocco,Organic,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Myanmar,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Netherlands,Google Ads,40,0.4743,0.4802,0.4934,0.4934,0.4934,0.4934,0.4934,0.0754,0.0784,0.0763,0.0784,0.0784,0.0784,0.0784,0.0754,0.0763,0.0784,0.0784,0.0784,0.0784,0.0784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1589,6.3557,0.0
2024-07-15,Netherlands,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,New Zealand,Google Ads,77,0.6194,0.9404,1.266,1.5922,1.9499,1.9499,1.9606,0.2633,0.8288,0.3997,0.5381,0.6768,0.8288,0.8333,0.1264,0.1264,0.1264,0.1264,0.1372,0.1372,0.1417,0.1369,0.2733,0.4117,0.5504,0.6916,0.6916,0.6916,0.4251,5.4548,0.0
2024-07-15,New Zealand,Organic,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1796,0.1796,0.1796,0.1796,0.1796,0.1796,0.1796,0.1796,0.1796,0.1796,0.1796,0.1796,0.1796,0.1796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Nicaragua,Organic,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,0.0126,0.0026,0.0126,0.0126,0.0126,0.0126,0.0026,0.0026,0.0126,0.0126,0.0126,0.0126,0.0126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Niger,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Nigeria,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Norway,Google Ads,1,0.7141,0.7149,0.7149,0.7149,0.7149,0.7149,0.7149,0.1874,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1874,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2624,0.0,0.0
2024-07-15,Norway,Organic,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Pakistan,Organic,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Panama,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Paraguay,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Peru,Google Ads,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Peru,Organic,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Philippines,Organic,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0161,0.016,0.0161,0.0161,0.0171,0.0171,0.016,0.016,0.0161,0.0161,0.0161,0.0171,0.0171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Poland,Organic,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0542,0.0542,0.0542,0.0542,0.0542,0.0542,0.0542,0.0542,0.0542,0.0542,0.0542,0.0542,0.0542,0.0542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Portugal,Organic,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0423,0.0423,0.0423,0.0423,0.0423,0.0423,0.0423,0.0423,0.0423,0.0423,0.0423,0.0423,0.0423,0.0423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Qatar,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0184,0.0184,0.0184,0.0184,0.0184,0.0184,0.0184,0.0184,0.0184,0.0184,0.0184,0.0184,0.0184,0.0184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Romania,Organic,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0956,0.1117,0.0956,0.1117,0.1117,0.1161,0.1161,0.0956,0.0956,0.1117,0.1117,0.1117,0.1161,0.1161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Russia,Google Ads,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.077,0.062,0.0761,0.077,0.077,0.077,0.062,0.062,0.0761,0.077,0.077,0.077,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Russia,Organic,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0477,0.0477,0.0477,0.0477,0.0477,0.0477,0.0477,0.0477,0.0477,0.0477,0.0477,0.0477,0.0477,0.0477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Rwanda,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Saint Vincent And The Grenadines,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Saudi Arabia,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0516,0.0516,0.0516,0.0516,0.0516,0.0516,0.0516,0.0516,0.0516,0.0516,0.0516,0.0516,0.0516,0.0516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Serbia,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087,0.0087,0.0087,0.0087,0.0087,0.0087,0.0087,0.0087,0.0087,0.0087,0.0087,0.0087,0.0087,0.0087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Sierra Leone,Organic,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Singapore,Organic,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1388,0.1448,0.1388,0.1388,0.1448,0.1448,0.1448,0.1388,0.1388,0.1388,0.1448,0.1448,0.1448,0.1448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Slovakia,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0298,0.0298,0.0298,0.0298,0.0298,0.0298,0.0298,0.0298,0.0298,0.0298,0.0298,0.0298,0.0298,0.0298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,South Africa,Organic,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0403,0.0403,0.0403,0.0403,0.0403,0.0403,0.0403,0.0403,0.0403,0.0403,0.0403,0.0403,0.0403,0.0403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,South Korea,Google Ads,5,0.1873,0.1873,0.1873,0.1873,0.1909,0.1909,0.1909,0.0651,0.0663,0.0651,0.0651,0.0651,0.0663,0.0663,0.0651,0.0651,0.0651,0.0651,0.0663,0.0663,0.0663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3476,0.0,0.0
2024-07-15,South Korea,Organic,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3043,1.3043,1.3043,1.3043,1.3043,1.3043,1.3043,1.3043,1.3043,1.3043,1.3043,1.3043,1.3043,1.3043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Spain,Google Ads,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0368,0.0368,0.0368,0.0368,0.0368,0.0368,0.0368,0.0368,0.0368,0.0368,0.0368,0.0368,0.0368,0.0368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Spain,Organic,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Sweden,Google Ads,49,0.5738,0.5844,0.6027,0.6117,0.6383,0.6467,0.6467,0.1358,0.151,0.1383,0.1426,0.1447,0.153,0.153,0.1358,0.1383,0.1426,0.1447,0.151,0.153,0.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2366,5.7965,0.0
2024-07-15,Sweden,Organic,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0287,0.0312,0.0312,0.0312,0.0312,0.0312,0.0351,0.0287,0.0312,0.0312,0.0312,0.0312,0.0312,0.0351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Switzerland,Google Ads,40,0.2794,0.289,0.2899,0.2899,0.2899,0.2899,0.4053,0.1767,0.1833,0.1827,0.1833,0.1833,0.1833,0.2563,0.1767,0.1827,0.1833,0.1833,0.1833,0.1833,0.2563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6323,25.2927,0.0
2024-07-15,Switzerland,Organic,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0592,0.0592,0.0592,0.0592,0.0592,0.0592,0.0592,0.0592,0.0592,0.0592,0.0592,0.0592,0.0592,0.0592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,"Taiwan, Province Of China",Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,"Tanzania, United Republic Of",Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Thailand,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Togo,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,0.0026,0.0026,0.0026,0.0026,0.0026,0.0026,0.0026,0.0026,0.0026,0.0026,0.0026,0.0026,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Trinidad And Tobago,Google Organic Search,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Tunisia,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1709,0.1709,0.1709,0.1709,0.1709,0.1709,0.1709,0.1709,0.1709,0.1709,0.1709,0.1709,0.1709,0.1709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Turkey,Google Ads,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084,0.0084,0.0084,0.0084,0.0084,0.0084,0.0084,0.0084,0.0084,0.0084,0.0084,0.0084,0.0084,0.0084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Turkey,Organic,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0278,0.0359,0.0285,0.0287,0.0324,0.036,0.036,0.0207,0.0214,0.0215,0.0217,0.0218,0.0218,0.0218,0.0071,0.0071,0.0071,0.0107,0.0141,0.0141,0.0141,0.0,0.0,0.0
2024-07-15,Turkmenistan,Google Ads,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Turkmenistan,Organic,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Ukraine,Google Ads,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107,0.0107,0.0107,0.0107,0.0107,0.0107,0.0107,0.0107,0.0107,0.0107,0.0107,0.0107,0.0107,0.0107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Ukraine,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,United Arab Emirates,Google Ads,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0339,0.0339,0.0339,0.0339,0.0339,0.0339,0.0339,0.0339,0.0339,0.0339,0.0339,0.0339,0.0339,0.0339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,United Kingdom,Google Ads,445,0.7087,0.816,0.9021,0.9885,0.9941,0.9971,0.9977,0.227,0.3184,0.2613,0.2889,0.3166,0.3194,0.3195,0.0934,0.1011,0.1022,0.1036,0.1054,0.1063,0.1065,0.1336,0.1602,0.1867,0.213,0.213,0.213,0.213,0.3203,6.7871,0.0
2024-07-15,United Kingdom,Organic,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0153,0.0153,0.0153,0.0153,0.0153,0.0153,0.0153,0.0153,0.0153,0.0153,0.0153,0.0153,0.0153,0.0153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,United States,Facebook,31,0.2675,0.2675,0.2679,0.3479,0.3479,0.3495,0.352,1.3753,1.7885,1.3753,1.3774,1.7885,1.7967,1.8096,0.1422,0.1422,0.1443,0.1444,0.1444,0.1525,0.1655,1.2331,1.2331,1.2331,1.6441,1.6441,1.6441,1.6441,5.141,11.3836,0.0
2024-07-15,United States,Google Ads,5327,0.6813,0.8032,0.8865,0.9419,1.0269,1.0876,1.1542,0.4299,0.648,0.5069,0.5594,0.5944,0.6863,0.7284,0.2338,0.2486,0.258,0.2643,0.2701,0.2725,0.2763,0.1961,0.2583,0.3014,0.3301,0.3779,0.4138,0.4521,0.631,5.3359,672.3183
2024-07-15,United States,Google Organic Search,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1042,0.1042,0.1042,0.1042,0.1042,0.1042,0.1042,0.1042,0.1042,0.1042,0.1042,0.1042,0.1042,0.1042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,United States,Organic,410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1842,0.3283,0.2244,0.2891,0.3218,0.3298,0.3302,0.1531,0.1622,0.1647,0.1664,0.1729,0.1744,0.1748,0.0311,0.0622,0.1243,0.1554,0.1554,0.1554,0.1554,0.0,0.0,0.0
2024-07-15,United States,TikTok for Business,19,0.0753,0.0754,0.0754,0.0754,0.0754,0.0754,0.0754,0.1278,0.128,0.128,0.128,0.128,0.128,0.128,0.1278,0.128,0.128,0.128,0.128,0.128,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.13,0.0
2024-07-15,Uruguay,Google Organic Search,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1153,0.1153,0.1153,0.1153,0.1153,0.1153,0.1153,0.1153,0.1153,0.1153,0.1153,0.1153,0.1153,0.1153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Uruguay,Organic,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0203,0.0205,0.0205,0.0205,0.0205,0.0205,0.0205,0.0203,0.0205,0.0205,0.0205,0.0205,0.0205,0.0205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Uzbekistan,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,"Venezuela, Bolivarian Republic Of",Google Ads,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,"Venezuela, Bolivarian Republic Of",Organic,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0256,0.0257,0.0257,0.0257,0.0257,0.0257,0.0257,0.0256,0.0257,0.0257,0.0257,0.0257,0.0257,0.0257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
